formula,target
Ac1H2,56.1556
Ag1Al1O2,99.9056
Ag1Al1O2,144.441
Ag1Al1S2,71.6539
Ag1Al1Se2,49.6298
Ag1Al1Te2,40.2719
Ag1As1Ba1,43.5877
Ag1As1Ca1,57.4669
Ag1As1S1,40.5661
Ag1As1Sr1,47.7358
Ag1Au1F4,37.0529
Ag1Au1Zn2,94.7667
Ag1Ba1P1,47.988
Ag1Ba1,20.2538
Ag1Be2,114.533
Ag1Bi1Ca1,42.1045
Ag1Bi1Ca1,39.2021
Ag1Bi1K2,15.5392
Ag1Bi1Li2,39.2944
Ag1Bi1Yb1,41.6841
Ag1Br1,38.6889
Ag1Br1,39.3874
Ag1Br1,38.5124
Ag1Br2Cs1,16.2151
Ag1C1,114.983
Ag1C2K1,27.2627
Ag1C2Li1,36.3669
Ag1Ca1P1,63.7787
Ag1Ca1Sb1,47.4612
Ag1Ca1,34.0954
Ag1Cd1Sb1,55.6611
Ag1Cd1,67.7056
Ag1Cl1,40.94
Ag1Cl1,39.5739
Ag1Co1O2,148.95600000000002
Ag1Cr2Te4,44.3111
Ag1Cu4Dy1,99.5222
Ag1Cu4Er1,97.6833
Ag1Cu4Nd1,82.6611
Ag1Cu4Tb1,98.4611
Ag1Cu4U1,90.1778
Ag1Cu4Yb1,78.6556
Ag1Dy1Ge1,80.1779
Ag1Dy1Mg1,56.2255
Ag1Dy1Pb1,61.9337
Ag1Dy1Se2,49.9846
Ag1Dy1Se2,50.461000000000006
Ag1Dy1Si1,86.20299999999999
Ag1Dy1Sn1,68.2056
Ag1Dy1Te2,40.7522
Ag1Dy1,63.2722
Ag1Er1Ge1,82.3075
Ag1Er1Ge1,80.6577
Ag1Er1S2,61.7553
Ag1Er1Se2,51.7113
Ag1Er1Si1,88.4091
Ag1Er1Sn1,68.7992
Ag1Er1Sn1,70.5476
Ag1Er1,65.6
Ag1F1,55.1611
Ag1F3K1,37.8971
Ag1F3Rb1,42.2735
Ag1F3Zn1,82.9444
Ag1Ga1O2,130.981
Ag1Ga1S2,56.5078
Ag1Ga1Te2,38.0463
Ag1Ga1,55.2944
Ag1Gd1,74.5111
Ag1Ge1La1,65.5735
Ag1Ge1Tb1,71.3366
Ag1Hf1,103.11
Ag1Hf2,104.513
Ag1Ho1Pb1,62.1442
Ag1Ho1Se2,49.6763
Ag1Ho1Sn1,68.9502
Ag1Ho1,64.7944
Ag1I1,25.9388
Ag1I1,10.8325
Ag1I1,33.6648
Ag1In1O2,102.215
Ag1In1S2,48.2976
Ag1In1Te2,34.8044
Ag1In2Na3,19.9944
Ag1In5Se8,24.7673
Ag1In5Te8,21.8088
Ag1K1O1,28.0623
Ag1La1Mg1,45.2001
Ag1La1Pb1,54.7832
Ag1La1,46.6056
Ag1La1,36.7466
Ag1Li1,38.6332
Ag1Li1,37.1278
Ag1Li2Sb1,44.0278
Ag1Mg1Sb1,54.3667
Ag1Mg1Y1,53.5309
Ag1Mg1,57.1778
Ag1Mn3N1,58.2889
Ag1N1,130.858
Ag1Na1O1,56.8722
Ag1Nb1O3,189.9
Ag1O1Rb1,23.9464
Ag1O2Sc1,110.133
Ag1O2Y1,98.1959
Ag1O3Sb1,125.922
Ag1P1Pd5,143.289
Ag1P1Pt5,194.622
Ag1P1Sr1,53.2508
Ag1Pb1Tb1,61.7026
Ag1Pb1Y1,63.7335
Ag1Pd3Se1,107.729
Ag1Pt3,191.067
Ag1Pt5Si1,198.197
Ag1S3Ta1,78.3409
Ag1S3Ta1,78.0079
Ag1Sb3Zr5,113.179
Ag1Sc1,74.1389
Ag1Se1Tl1,34.6652
Ag1Si1Y1,84.803
Ag1Sn1Tb1,67.2639
Ag1Sr1,27.1099
Ag1Tb1,61.7444
Ag1Te1Tl1,35.5085
Ag1Te2Y1,38.1973
Ag1Th2,70.487
Ag1Ti1,94.3181
Ag1Ti2,105.475
Ag1Y1,60.2167
Ag1Yb1,28.0056
Ag1Zn1,79.8833
Ag1Zr1,98.8516
Ag1Zr2,94.3041
Ag1,77.4005
Ag2Al1Sc1,86.5611
Ag2Ba1Sn2,43.3386
Ag2Ba1Te2,36.5838
Ag2Ba1,24.3671
Ag2Ca1Ge2,57.0356
Ag2Ca1,40.5794
Ag2Dy1In1,73.9667
Ag2Dy1,68.9932
Ag2Er1In1,74.9111
Ag2Er1,70.7245
Ag2Ge1Li1,56.8056
Ag2Hg1I4,12.7002
Ag2Ho1In1,74.4111
Ag2Ho1,68.243
Ag2In1La1,62.6944
Ag2In1Li1,52.9
Ag2In1Mg1,64.3944
Ag2In1Sc1,78.8722
Ag2In1Tb1,73.3722
Ag2In1Y1,72.8444
Ag2La1Si2,83.8542
Ag2Li1Sn1,53.0667
Ag2Mo1O4,64.0111
Ag2Na1,37.0
Ag2O1,56.2778
Ag2S1,55.8904
Ag2S1,61.6644
Ag2Sc1,77.9937
Ag2Si2Sr1,64.4664
Ag2Si2Tb1,91.7254
Ag2Si2Yb1,68.8878
Ag2Sn2Sr1,44.6979
Ag2Sr1,36.9429
Ag2Tb1,66.2387
Ag2Th1,74.8297
Ag2Y1,67.433
Ag2Yb1,40.5889
Ag3As1O4,65.45
Ag3I1S1,39.7649
Ag3Na1S2,29.8167
Ag3O4P1,72.2944
Ag3P1S4,41.8712
Ag3Pt1,111.094
Ag5O6Pb2,73.7187
Ag5S4Sb1,35.2376
Ag8Ca19N7,41.0222
Ag8Ca3,45.5833
Ag9In4,67.5611
Al0.4C0.2Mo0.6,221.206
Al0.4C0.2Nb0.6,188.739
Al0.4C0.2Ta0.6,201.144
Al10V1,85.8556
Al16Hf6Os7,165.09400000000002
Al16Hf6Pd7,129.078
Al16Hf6Pt7,146.267
Al16Hf6Rh7,144.122
Al16Ir7Sc6,142.356
Al16Ni7Sc6,110.706
Al16Os7Sc6,143.139
Al16Os7Zr6,158.944
Al16Pd7Sc6,109.661
Al16Pd7Ti6,127.528
Al16Pd7Zr6,127.578
Al16Pt7Ti6,140.072
Al16Pt7Zr6,145.2
Al16Rh7Sc6,127.561
Al16Ru7Sc6,128.328
Al16Ru7Zr6,146.033
Al18Cr2Mg3,87.9722
Al18Mg3Mn2,65.7611
Al18Mg3Mo2,88.7056
Al18Mg3Ta2,84.9278
Al18Mg3Ti2,76.5944
Al18Mg3V2,84.8667
Al18Mg3W2,91.0778
Al1As1,66.7646
Al1Au1Ca1,60.4457
Al1Au1Dy1,90.5828
Al1Au1Er1,93.2267
Al1Au1O2,164.69299999999998
Al1Au1Y1,87.15
Al1Au1Yb1,60.5531
Al1Au2Hf1,140.472
Al1Au2Mn1,104.55
Al1Au2Sc1,108.244
Al1Au2Ti1,131.283
Al1Au2,113.399
Al1Au2,124.199
Al1B1Be1,140.778
Al1Ba1Ge1,44.3828
Al1Ba1Si1,49.0752
Al1Bi1O3,189.289
Al1Bi1,37.8444
Al1C1Co3,171.611
Al1C1Dy3,76.9278
Al1C1Er3,84.1944
Al1C1Er3,37.0278
Al1C1Gd3,80.65
Al1C1Ho3,81.2167
Al1C1La3,56.6833
Al1C1Sc3,97.2611
Al1C1Tb3,76.8
Al1C1Tb3,35.6278
Al1C1Ti2,136.207
Al1C1Ti3,149.256
Al1C1V2,174.037
Al1C1Y3,80.6944
Al1C1Zr2,123.923
Al1C3Nb4,221.83900000000003
Al1C3Ta4,235.716
Al1C3V4,213.004
Al1Ca1Si1,55.4562
Al1Ca1Si1,56.7437
Al1Ca1Si1,57.0844
Al1Ca3Sb3,37.8383
Al1Cl4Cu1,11.9007
Al1Co2Hf1,118.944
Al1Co2Mn1,95.4667
Al1Co2Nb1,129.739
Al1Co2Ta1,135.261
Al1Co2Ti1,105.533
Al1Cr1Cu2,103.611
Al1Cr2,138.40200000000002
Al1Cu1Er1,82.458
Al1Cu1O2,168.227
Al1Cu1Ti2,94.6278
Al1Cu2Hf1,130.75
Al1Cu2Re2,198.38
Al1Cu2Sc1,105.144
Al1Cu2Ti1,125.183
Al1Cu2Zr1,127.472
Al1Dy1Ni1,94.1143
Al1Dy1Zn1,70.5259
Al1Dy1,63.5722
Al1Dy3N1,90.7667
Al1Er1Ni1,101.502
Al1Er1Pd1,98.7695
Al1Er1Zn1,71.9397
Al1Er1,66.3514
Al1Er2,56.51
Al1Er3N1,94.5722
Al1F3,124.739
Al1F4Na1,67.4022
Al1F4Rb1,54.974
Al1F5K2,26.0512
Al1F6K3,39.4778
Al1Fe2V1,210.978
Al1Gd1O3,181.021
Al1Ge1Li1,59.0611
Al1Ge1Sc1,85.6588
Al1Ge1Sr1,46.2798
Al1Ge1Y1,81.5208
Al1H3,35.0444
Al1H4Na1,35.3275
Al1H4Th2,97.5627
Al1Hf1Ni2,163.178
Al1Hf1Pd2,156.983
Al1Hf1Pt1,164.497
Al1Hf1,117.731
Al1Hf2,112.192
Al1Ho1Ni1,94.5549
Al1Ho2,57.4884
Al1Ho3N1,92.2556
Al1Ir1Th1,129.668
Al1Ir1,234.556
Al1K1O2,92.1278
Al1K1Te2,18.1246
Al1La1O3,192.322
Al1La1,54.0067
Al1La3N1,67.3722
Al1La3,39.15
Al1La3,40.2577
Al1Li1O2,92.3859
Al1Li1Si1,62.9167
Al1Li1Te2,27.9597
Al1Li1,47.0667
Al1Li1,36.9949
Al1Li2Pd1,68.6556
Al1Li2Pt1,84.3111
Al1Li2Rh1,82.5944
Al1Li5O4,80.2061
Al1Lu3N1,139.8
Al1Mg1Y1,57.4472
Al1Mg3Pt2,100.806
Al1Mn1Ni2,110.45
Al1Mn1Pd2,131.078
Al1Mn1Pt1,128.914
Al1Mn1Rh2,169.139
Al1Mn1Ti2,135.311
Al1Mo3,220.922
Al1N1Tb3,87.7222
Al1N1Zr2,142.336
Al1N1Zr3,134.756
Al1N1,253.039
Al1N1,195.129
Al1N1,204.41
Al1N1,203.557
Al1N1,192.417
Al1N3Ta4,242.926
Al1N3V4,196.139
Al1Nb1Ru2,230.602
Al1Ni1,164.578
Al1Ni2V1,211.389
Al1Ni3,169.983
Al1O2Rb1,91.7111
Al1O3Y1,190.647
Al1O3Y1,168.25099999999998
Al1O4P1,121.645
Al1Os1,239.683
Al1P1,82.8556
Al1P1,82.7112
Al1Pd1Tb1,78.3089
Al1Pd1Tb1,98.5191
Al1Pd1Th1,103.421
Al1Pd1Y1,94.7255
Al1Pd1Y1,96.0641
Al1Pd1,148.028
Al1Pd1,149.106
Al1Pd5,149.56799999999998
Al1Pt1Th1,118.665
Al1Pt1Ti1,151.205
Al1Pt1Zr1,153.749
Al1Pt1Zr1,158.246
Al1Pt1,187.872
Al1Pt1,187.544
Al1Pt2,201.149
Al1Pt3,220.334
Al1Pt3,225.972
Al1Re1,220.767
Al1Re2,256.937
Al1Rh1Th1,121.52
Al1Rh1,198.75
Al1Ru1,201.778
Al1Sb1,48.7593
Al1Sc1,71.2167
Al1Sc2Si2,99.1589
Al1Sc2,69.2389
Al1Se2Tl1,26.9027
Al1Si1Sr1,52.0558
Al1Si1Y1,87.846
Al1Sn3Zr5,104.958
Al1Ta2,158.493
Al1Tb1,62.8056
Al1Tb1,63.7286
Al1Tb2,54.138000000000005
Al1Tb3,49.8167
Al1Tc2,225.171
Al1Th1,73.4412
Al1Ti1Zr2,99.4611
Al1Ti1,105.084
Al1Ti3,114.7
Al1Y1Zn1,68.7043
Al1Y1,62.5167
Al1Y1,59.9133
Al1Y2,52.9926
Al1Y3,51.4167
Al1Zr1,107.029
Al1Zr2,99.3378
Al1Zr2,102.874
Al1Zr3,101.603
Al20La1Ti2,81.4833
Al20La1V2,86.2278
Al20Pr1V2,103.0
Al20Ti2Yb1,78.8722
Al2Au1,101.061
Al2Au2Dy1,100.266
Al2Au2Sr1,71.0228
Al2Au2Th1,111.65
Al2B1Re3,247.039
Al2B2Ru3,238.799
Al2Ba1Ge2,52.2293
Al2Ba1Si2,42.4195
Al2Ba1Si2,57.2479
Al2Ba1,42.3722
Al2C3Th2,141.463
Al2Ca1,56.3278
Al2Cd1O4,173.517
Al2Cd1Se4,63.8611
Al2Cd1Te4,25.9922
Al2Co1O4,188.778
Al2Co1Y1,87.2713
Al2Co1Zr6,107.353
Al2Cu1Mg1,78.0023
Al2Dy1,80.0111
Al2Dy3,59.1659
Al2Er1Ni1,95.6476
Al2Er1,82.5333
Al2Er3,61.4486
Al2Fe1Zr6,103.17
Al2Fe3Si4,166.49400000000003
Al2Ge1La2,63.8394
Al2Hf1,119.268
Al2Hf3,115.997
Al2Hf6Pt1,124.639
Al2Hg1S4,37.9815
Al2Hg1S4,78.4278
Al2Hg1Se4,62.1833
Al2Hg1Te4,25.3311
Al2Ho1,80.4667
Al2Ho3,60.4354
Al2I1La2,47.2802
Al2Ir1Li1,137.417
Al2La1,67.3667
Al2La5Ru3,69.4787
Al2Li1Pt1,123.767
Al2Li1Rh1,120.356
Al2Mg1O4,183.639
Al2Mg1O4,195.544
Al2Mg1,57.7423
Al2Mn1S4,79.7111
Al2N1Nb3,195.856
Al2Ni1Y1,95.177
Al2Ni1Zr6,108.464
Al2O4Zn1,186.856
Al2O5Si1,144.014
Al2O5Si1,215.252
Al2Os1,191.858
Al2Pb1S4,37.6664
Al2Pd1,110.983
Al2Pd5U1,126.016
Al2Pd5Y1,133.09799999999998
Al2Pt1,130.95
Al2Ru1,169.99200000000002
Al2Ru1,170.713
Al2S4Sr1,35.5171
Al2S4Zn1,85.15
Al2Sc1,86.8
Al2Se4Sr1,30.0517
Al2Se4Zn1,67.1389
Al2Sr1,48.0667
Al2Tb1,79.4667
Al2Tb3,57.9702
Al2Te4Zn1,29.6723
Al2Th1,88.6477
Al2Th1,86.35
Al2Th3,72.8746
Al2Y1,80.2778
Al2Y3,58.1696
Al2Yb1,49.0111
Al2Zr1,112.292
Al2Zr1,113.067
Al2Zr1,112.922
Al2Zr1,113.013
Al2Zr3,104.28
Al3B2Ru4,219.999
Al3B6Ni20,192.817
Al3C1Zr5,105.679
Al3C3Dy1,158.119
Al3C3Er1,160.144
Al3C3Gd1,154.787
Al3C3Ho1,159.593
Al3C3Sc1,165.018
Al3C3Tb1,157.295
Al3C3Y1,157.31799999999998
Al3C4Hf2,196.517
Al3C4Zr2,188.68
Al3Dy1,75.4064
Al3Dy1,72.987
Al3Dy1,77.2222
Al3Er1Ni2,116.167
Al3Er1,74.9556
Al3Hf1,106.07
Al3Hf1,107.185
Al3Hf4,115.99
Al3Hf5N1,129.498
Al3Ho1,75.1
Al3Ir1,150.901
Al3Ir1,154.372
Al3La1Pd2,103.461
Al3Li1,65.2889
Al3Nb1,128.547
Al3Ni1,115.239
Al3Ni2Th1,122.458
Al3Ni2,133.439
Al3Os1U2,98.8038
Al3Os2,205.208
Al3Pr1,84.9528
Al3Pt5,199.795
Al3Ru2,151.844
Al3Sc1,80.0167
Al3Sc1,80.3807
Al3Ta1,130.769
Al3Th1,84.28200000000001
Al3Ti1,126.58
Al3U1,79.2667
Al3V1,122.655
Al3Y1,74.8833
Al3Yb1,59.8167
Al3Zr1,103.822
Al3Zr1,101.6
Al3Zr4,107.561
Al4Ba1,50.9005
Al4C1O4,129.172
Al4C4Si1,156.225
Al4C4Th1,159.305
Al4Ce1Ni1,95.86
Al4Co1La1,88.23100000000001
Al4Cu9,118.161
Al4Er1Ni1,99.2219
Al4In3Sr11,24.5541
Al4La1,76.6923
Al4Ni1Tb1,95.9113
Al4Ni3,145.472
Al4Zr5,101.079
Al5Ba5Sn1,29.1983
Al5C3N1,163.019
Al5C3N1,167.234
Al5W1,125.39
Al6Mn1,101.121
Al6Re1,111.734
Al6Tc1,107.935
Al7Cu16Yb6,71.5278
Al7Cu16Zr6,126.144
Al7Th2,85.2668
Al8Dy1Mn4,130.601
Al8Er1Mn4,132.41299999999998
Al8Fe4La1,88.5876
Al8Fe4Y1,90.711
Al8Mo3,138.953
Al9Ba1Co2,84.9363
Al9Ba1Ni2,79.2764
Al9Co2Sr1,87.1694
As12Os4Th1,135.614
As1Au1Ba1,50.6578
As1Au1Ca1,59.8568
As1B1,132.02200000000002
As1B2P1,146.702
As1Ba1Cu1,51.2146
As1Ba1Li1,34.2294
As1Ba1Pd1,58.6726
As1Ba1Pt1,70.4766
As1Be1Na1,45.3944
As1Bi1O4,123.527
As1Br3Ca3,34.4278
As1C1Nb2,204.666
As1C1V3,186.223
As1Ca1Rb1,21.2268
As1Ca2,36.9974
As1Ca3Cl3,37.6278
As1Ca3N1,60.6222
As1Ca3N1,60.0576
As1Cd1K1,28.1584
As1Cd1Li1,47.3778
As1Cd1Li1,48.2611
As1Cd1Pd5,150.695
As1Cd1Pt5,182.313
As1Co1Nb1,171.785
As1Co1S1,116.283
As1Co1S1,115.61
As1Cr1Ni1,177.81799999999998
As1Cr1,85.46700000000001
As1Cu1K2,22.4376
As1Cu1S1,63.856
As1Cu1Sr1,56.2532
As1Cu3S4,67.9556
As1Cu3,105.567
As1Dy1O4,125.65
As1Dy1Pd1,105.508
As1Dy1,77.1889
As1Er1Pt1,116.274
As1Er1,78.6222
As1F6Na1,21.9278
As1Fe1Li1,65.92
As1Fe1Li1,88.9038
As1Fe1Nb1,137.004
As1Ga1,62.6833
As1Ga1,60.6984
As1Ga1,72.9767
As1Ga1,62.7914
As1Gd1,69.6056
As1Ge1,63.5343
As1Hf1Ru1,196.213
As1Hf1,127.466
As1Hg1K1,25.7402
As1Hg1Pd5,133.798
As1Ho1,78.0944
As1In1Pt5,192.079
As1In1,50.0778
As1In1,48.9794
As1In1,63.6111
As1K1Mg1,27.8327
As1K1Zn1,31.3194
As1K3S3,15.7344
As1K3Se3,13.5165
As1La1Te1,57.8135
As1La1,65.1667
As1Li1Mg1,48.8778
As1Li1Zn1,54.4611
As1Mg1Na1,34.5954
As1Mg1Pt5,181.709
As1Mn1Pd2,121.706
As1Mn1Ru1,142.222
As1Na1Sr1,34.647
As1Na1,42.4969
As1Na3S3,22.4879
As1Na3Se3,18.794
As1Na3,23.8489
As1Na3,25.8167
As1Nb1Ni1,197.202
As1Nb1,159.804
As1Nb3Te3,69.4018
As1Nd1,67.7944
As1Ni1S1,104.944
As1Ni1Se1,93.1785
As1Ni1,135.71200000000002
As1O4Sc1,137.499
As1O4Tb1,125.898
As1Pa1,115.722
As1Pb3Zr5,102.192
As1Pd1Se1,91.6432
As1Pd1Sr1,64.811
As1Pd1Tb1,105.813
As1Pd2,130.78799999999998
As1Pd5Sb1,137.506
As1Pd5Tl1,134.482
As1Pt1Sr1,74.1519
As1Pt5Tl1,163.105
As1Pt5Zn1,192.241
As1Pu1,87.2611
As1Pu1,79.0
As1Rb3Se16,12.1108
As1Rh1Ti1,176.612
As1Rh2,195.45
As1Rh2,204.152
As1Ru1Zr1,187.418
As1Sb3Zr5,112.66
As1Sc1,84.6556
As1Sn1,62.3889
As1Sr1,39.5598
As1Sr2,30.9491
As1Tb1,76.6222
As1Te1,62.7889
As1Th1,95.6833
As1Th1,96.5611
As1Ti1,109.431
As1Ti3,107.356
As1Tl1,39.5389
As1U1,75.7556
As1V3,185.322
As1Y1,76.6278
As1Zn1,62.7863
As1Zr1,118.449
As1Zr1,118.361
As1,84.6111
As2Ba1Cu2,59.6226
As2Ba1Ge2,43.1844
As2Ba1Pd2,76.328
As2Ba1Rh2,79.2922
As2Ba1Ru2,77.318
As2Ba1Zn2,53.0518
As2Ba1Zn2,49.8972
As2Ba2Cd1,35.1979
As2Ca1Cd2,50.6593
As2Ca1Fe2,96.2627
As2Ca1Mg2,50.5853
As2Ca1Pd2,88.3553
As2Ca1Ru2,102.609
As2Ca2Cd1,41.9188
As2Cd1Si1,59.0903
As2Cd1Sr2,39.3209
As2Cd1,36.7536
As2Cd3,47.5556
As2Co1,122.105
As2Cs1Rh2,47.4797
As2Cu1Er1,91.5268
As2Cu1Y1,89.8523
As2Dy2Ni1,95.7986
As2Er1Ni4,139.315
As2Ge1Mg1,52.4012
As2Ge1Zn1,60.2161
As2Ge1Zn1,59.0068
As2Hf1,115.707
As2Hf3,135.013
As2Hg1O6,122.942
As2Ho2Ni1,95.567
As2Ir2La1,150.494
As2K2Ni1,23.4735
As2La1Ni2,105.678
As2La1Rh2,129.317
As2Mg3,48.85
As2Mg3,49.3
As2Mg3,49.1878
As2Ni1Tb2,98.5113
As2Ni1U1,116.908
As2Ni1,130.999
As2Ni1,111.037
As2Ni2U1,137.59
As2O3,5.13889
As2O6Sr1,109.965
As2Os1,165.424
As2Pd1,109.558
As2Pt1,133.131
As2Rh2Sr1,55.3483
As2Ru1,148.416
As2Ru2Sr1,73.2524
As2Sc3,84.9777
As2Si1,79.6275
As2Sn1Zn1,52.224
As2Th1,89.0809
As2Zn3,59.2778
As2Zr1,109.262
As2Zr1,57.6155
As2Zr3,126.639
As3Co1,108.067
As3Co1,106.649
As3Co1,107.661
As3Co1,106.857
As3Co1,108.455
As3Co1,108.067
As3Co1,103.885
As3Ir1,129.44899999999998
As3Ir1,129.858
As3Ir1,129.44899999999998
As3La4,61.5407
As3Rh1,113.591
As3Rh1,114.02
As3V5,171.08900000000003
As3Yb4,54.0056
As4Ca3In2,44.1429
As4Ge3,48.3037
As4Mg1,43.8761
As4Mo5,150.238
As4Mo5,176.851
As4Na8Ti1,26.6278
As4O6,5.66667
As4Pa3,114.733
As4Sn3,33.376
As4Th3,95.2333
As6Ru7U4,164.428
As7Ho2Ni12,152.439
As7Mg6Ni16,132.417
As7Re3,159.961
Au1Ba1P1,54.1567
Au1Ba1Sb1,43.5731
Au1Ba1,30.7342
Au1Be5,134.29399999999998
Au1Bi1Ca1,48.65
Au1Bi1Li2,46.9278
Au1C2Cs1,27.0153
Au1C2K1,33.0677
Au1C2Li1,45.882
Au1C2Rb1,30.2743
Au1Ca1Cd1,52.4744
Au1Ca1Ga1,60.2652
Au1Ca1In1,53.8758
Au1Ca1In2,51.2552
Au1Ca1P1,67.7393
Au1Ca1Sb1,50.867
Au1Ca1,45.2752
Au1Ca2N1,57.6108
Au1Ca3N1,52.3056
Au1Ca3,24.758000000000003
Au1Cd1La1,68.2375
Au1Cd1Sb1,67.9
Au1Cd1Yb1,50.5777
Au1Cd1,88.95
Au1Cd1,81.3592
Au1Cl3Cs1,34.1556
Au1Cs1,11.3278
Au1Cu3,121.622
Au1Cu4Dy1,110.878
Au1Cu4Tb1,110.233
Au1Dy1Ge1,89.8574
Au1Dy1In1,82.6016
Au1Dy1Pb1,71.3278
Au1Dy1Sn1,76.9205
Au1Dy1Sn1,75.2493
Au1Dy1,85.1389
Au1Dy2,60.3744
Au1Er1In1,83.584
Au1Er1Ni4,135.511
Au1Er1Pb1,73.0389
Au1Er1Sn1,76.6421
Au1Er1Sn1,81.3389
Au1Er1,88.8556
Au1Er2,63.5208
Au1F4K1,21.8831
Au1Ga1O2,149.547
Au1Ga1Zr1,121.146
Au1Ga2,69.3167
Au1Gd1,91.8833
Au1Gd1,67.735
Au1Ge1Ho1,84.1333
Au1Ge1Sc1,92.642
Au1Ge1Tb1,90.4802
Au1Ge1Y1,88.1013
Au1Ge4Rb3,17.7023
Au1H3Ti3,128.911
Au1Hf1,139.755
Au1Hf2,130.662
Au1Ho1In1,84.6147
Au1Ho1Ni4,128.472
Au1Ho1Pb1,71.8444
Au1Ho1Sn1,75.9813
Au1Ho1Sn1,79.1444
Au1Ho1Sn1,76.3099
Au1Ho1,87.5111
Au1Ho2,60.4365
Au1In1La1,68.2084
Au1In1Li2,52.4556
Au1In1O2,117.662
Au1In1Tb1,80.3256
Au1In1Y1,82.8135
Au1In1Yb1,48.3469
Au1In2Na3,23.6778
Au1In2,53.2056
Au1K1Se1,13.8434
Au1K1Se2,20.217
Au1K1Te1,25.8159
Au1K3O1,18.5778
Au1La1O3,104.652
Au1La1Pb1,60.88399999999999
Au1La1,64.8853
Au1La1,82.8983
Au1La2,44.687
Au1Li1Sb1,51.2167
Au1Li2Sb1,51.7444
Au1Li2Sn1,52.2056
Au1Li2Tl1,42.6333
Au1Li3,32.0778
Au1Lu1Sn1,80.6389
Au1Mg1Sn1,64.0667
Au1Mg1Yb1,43.0892
Au1Mg1,78.2667
Au1Mn1Sb1,73.25
Au1Mn1Sn1,68.0889
Au1Mn1,91.7
Au1Mn2,75.9538
Au1Nb3,176.45
Au1Ni4Tb1,134.183
Au1O1Rb1,25.509
Au1O1Rb3,15.1389
Au1O2Rb1,27.7935
Au1O2Sc1,125.637
Au1O2Y1,110.221
Au1Pb1Tb1,70.9833
Au1Pb1Y1,70.3944
Au1Pb4Rb3,12.5592
Au1Pd3,147.472
Au1Rb1Te1,26.4855
Au1Rb1,13.2556
Au1S1Ta5,183.128
Au1S2V1,97.9019
Au1Sb1Yb1,43.4767
Au1Sb2,68.6401
Au1Sc1Si1,107.238
Au1Sc1Sn1,84.8333
Au1Sc1Sn1,78.5059
Au1Sc1,100.544
Au1Si1Th1,118.182
Au1Si1Y1,88.0002
Au1Sn1Tb1,76.5016
Au1Sn1Tb1,73.8226
Au1Sn1Y1,75.7279
Au1Sn1Y1,74.2983
Au1Sn1,68.8832
Au1Sn4,46.8635
Au1Ta3,192.15
Au1Tb1,82.1
Au1Tb2,58.3923
Au1Th1,95.14
Au1Ti1,95.8167
Au1Ti1,134.188
Au1Ti3,78.1722
Au1Y1,82.7944
Au1Y2,58.7927
Au1Yb1,45.1778
Au1Yb1,45.0912
Au1Zn1,111.0
