formula,Temperature,Rho (Ohm.cm)
CaMn6.5Cu0.5O12,400.0,0.172634
CaMn0.98Nb0.02O3,1000.0,0.0308794
Mo6Te6S2,300.0,8.57E-04
Zn0.9975Al0.0025O,700.0,0.041277
Zn0.99Al0.01O,700.0,0.003981072
Mg3.07Sb1.5Bi0.48Se.02,400.0,0.009322176
CuCr0.98Mg0.02O2,400.0,0.119099
Bi2YO4Cu2Se1.9I.10,400.0,0.004905149
Sr0.61Ba0.39Nb2O6,700.0,0.008
Cu2S,700.0,6.2560E-01
Zn4Sb3,400.0,0.00258969
Cu3Sb.98Sn.02Se4,400.0,0.002470911
Bi2YO4Cu2Se2,700.0,0.004469136
BiSbTe1.5Se1.5,700.0,7.6994E+01
Pb0.98Sr0.2TeNa0.1,400.0,0.000706714
Na0.02PbTe0.85Se0.15,300.0,0.000413223
Fe1.98Ti0.02O3,300.0,0.887847148
Ca2Co2O5,400.0,0.00146667
Ba0.8Sr0.2PbO3,300.0,0.000462332
Cu3Sb.9Sn.1Se4,300.0,0.001119488
Ca0.9Sb0.1MnO3,700.0,0.067066382
Ba8Ga16Sn30,300.0,0.0111
Mn1.3Mo6S8,400.0,0.000736538
NaCo2O4,700.0,3.40E-03
Ca0.98Bi0.02Mn0.98Nb0.02O3,300.0,0.02032591
Cu4.0Mo6S8,300.0,0.000831731
Zn0.97Al0.025Ti0.005O,1000.0,0.017394965
Ca5Al2Sb6,400.0,0.409
Tl0.02Pb0.98Te,400.0,0.00290909
Bi.88Ca.06Pb.06CuSeO,300.0,0.006760778
Cu2ZnGe0.975In0.025Se4,400.0,0.00598
CaMn0.9Ru0.1O3,400.0,0.00395648
Zr0.15Hf0.15Ti0.7NiSn,400.0,0.00313369
Fe0.978Co0.00196Si1.96Y0.04O0.06,1000.0,0.0122
Zn0.97Al0.03O,300.0,0.0213949
In0.25Co4Sb12,700.0,0.00165666
La2.99Te4,700.0,0.000802
Ca3Co4O9,700.0,0.009901
Cu2ZnGeSe4,400.0,0.0187
Sn.985Na.015Se (hole doped)   B axis,700.0,5.6987E-03
MgAg0.97Sb.98Pb.01,400.0,0.003479839
LaNiO3,1000.0,0.00621929
Bi2YO4Cu2Se1.95I.05,300.0,0.001431396
ZrNi0.76Co0.004Cu0.2Sn,300.0,8.76E-03
Ca3Co4O9,1000.0,0.026053065
Sr0.61Ba0.39Nb2O6,300.0,0.00282598
CuFe0.9Cr0.1O2,300.0,0.107079
Zr0.15Hf0.15Ti0.7NiSn,300.0,0.0048146
La1.85Sr0.15Cu0.94Ti0.06O4,300.0,12.61
Zr0.25Hf0.25Ti0.5NiSn,300.0,0.00494914
Nd2CuO4,700.0,0.0243757
Cu0.98GaTe2,300.0,0.00141965
BiCuSeO,300.0,0.002857143
Cu3SbSe4,300.0,0.03946204
Bi2Te3,300.0,0.00055
La0.98Sr0.02CoO3,700.0,0.001096478
Mg1.95Ca0.05Si,700.0,0.002554
Ca3Co4O9,700.0,0.028737366
Bi.38Sb1.62Te3,300.0,8.4559E-04
Zn0.95Al0.05O,700.0,0.046832485
Cu2ZnSn.85In0.15Se4,700.0,1655737.705
Sn.985Na.015Se (hole doped)   B axis,400.0,1.1379E-03
Cu3Sb.98Bi.02Se4,700.0,0.018089466
CuInTe2(annealed 1hr),700.0,0.008394148
CaMn0.82Ru0.18O3,400.0,0.00310502
Sr0.95La0.05TiO3,700.0,0.009176669
Ti1.8Hf0.2FeNiSb1.7Sn0.3,700.0,0.003763643
BiCuSeO,700.0,0.002717949
La1.9Sr0.1CuO4,300.0,0.00280286
Bi0.4Sb1.6Te3,700.0,0.00044
Sn1.2S1.2Ti2S4,300.0,0.000478
Si0.8Ge0.2,700.0,0.002454
La1.95Sr0.05CuO4,400.0,0.0107975
CaMn7O12,1000.0,0.0405007
CaYb0.05Mn0.95O3,400.0,0.0106095
Cu3Sb.95Sn.05Se4,400.0,0.001984354
WO2.722,700.0,0.00020161
CaMn0.94Ru0.06O3,700.0,0.00892335
Cu3Sb0.98Bi0.02S4,400.0,0.360694618
BI.4Sb1.585Ge.015Te3,300.0,8.2215E-04
BiSbTe+(T2O3)2wt%,700.0,3.3333E-03
La3Te3.8Sb0.2,300.0,0.00053
Bi.048SB.152Te.3+.005wt%PbTe,400.0,9.8193E-04
Zn0.995Al0.005O,700.0,0.0154224
Ca0.7Tb0.3MnO3,300.0,0.00607036
Bi2YO4Cu2Se2,1000.0,0.006188034
Bi1.90Ta0.10O2,700.0,0.009155556
Cu2ZnSn.95In0.05Se4,700.0,1106557.377
CaMnO3,400.0,0.24169
BI.4Sb1.6Te3,400.0,1.7358E-03
Ba8Ga16Ge30,1000.0,0.00223
Zr0.5Hf0.5NiSn,700.0,0.00236129
Bi.94Ca.02Pb.02CuSeO,700.0,0.004674228
Sr0.61Ba0.39Nb2O6,700.0,0.0014
CaMn0.9Ru0.1O3,1000.0,0.00673792
MgAg0.97Sb.985Sn.005,300.0,0.002967742
CuCr0.99Mg0.01O2,1000.0,0.365988
Sr0.95La0.05TiO3,400.0,0.004427365
Ca2.4Na0.3Bi0.3Co4O9,700.0,0.008503
Bi.92Ca.04Pb.04CuSeO,1000.0,0.005097814
Sn1.2S1.2Ti2S4,700.0,0.002174
Ca0.9Y0.1MnO3,1000.0,0.00710372
ZrNiSn,1000.0,0.001589818
YbCd1.6Mg0.4Sb2,700.0,0.008710043
Ba0.08La0.05Yb0.04Co4Sb12,700.0,0.000634104
Zn0.95Al0.05O,400.0,0.001548817
Cu2HgSnSe0.8Te3.2,400.0,0.001327833
La1.67Sr0.34Cu0.94Ti0.06O4,300.0,0.0032
Cu2ZnGe0.95In0.05Se4,700.0,0.00618
CuRh0.9Mg0.1O2,400.0,0.00196
Ti0.95Nb0.05NiSn,400.0,0.000395775
NaCoO2,400.0,0.0125
In1.998Ge0.002O3,300.0,0.00210578
CuCr0.96Mg0.04O2,1000.0,0.0442664
Ba8Ga16Ge30,300.0,0.00066
Bi83Sb17,400.0,0.000285183
Bi88Sb12,400.0,0.000167887
In1.8Ge0.2O3,300.0,0.00287298
Ca0.9Bi0.1Mn0.9Nb0.1O3,300.0,0.007325377
(BiSbTe1.5Se1.5).991Ag.009,400.0,7.0161E+01
CeFe3CoSb12,1000.0,0.00230374
Cu2S.52Te.48,400.0,3.3598E-03
Ca0.96La0.04MnO3,700.0,0.02167829
YbCd1.8Mg0.2Sb2,400.0,0.003727588
YbCd1.2Mg0.8Sb2,700.0,0.009683354
Ba0.09La0.04Yb0.13Co4Sb12,400.0,0.000365148
Ca2.7Na0.3Co4O9,400.0,0.005294
Cu4.0Mo6S8,400.0,0.001025
ZnO,700.0,0.084836351
Cu2S.5Te.5,300.0,2.9764E-03
LaOBiS2,700.0,5.290488432
CuRh0.9Mg0.1O2,700.0,0.00392099
Bi0.4Sb1.590Ge0.01Te3,300.0,0.00111
Sb2Te3,400.0,0.0005308
Mg.305(Sb.03Bi.07)0.19975Te.00025,400.0,0.002615984
Sn.985Na.015Se (hole doped)   A axis,300.0,2.7475E-03
Cu1.98S,1000.0,2.2009E-02
Cu2S.52Te.48,1000.0,5.4556E-03
SrNd0.24Ti0.76O3,300.0,0.002247191
Cu3Sb.93Sn.05Bi.02Se4,700.0,0.002154435
Ca0.9Bi0.1MnO3,1000.0,0.005189333
La0.9Bi0.1NiO3,1000.0,0.00608691
CaYb0.1Mn0.9O3,300.0,0.00389918
Cu1.97Se,300.0,1.2743E-02
CuCr0.97Mg0.03O2,1000.0,0.0470555
MgAg0.97Sb.985As.005,300.0,0.002072848
MgAg0.97Sb.98Pb.01,700.0,0.001899194
Cu2ZnGe0.925In0.075Se4,300.0,0.01318
Ni2.0Mo6S8,1000.0,0.000468269
Ag0.15Sb0.15Te1.15Ge0.85,1000.0,0.00127604
Sr0.147Ga0.298Ge0.555,300.0,0.00262
Zn0.97Al0.02Ti0.01O,1000.0,0.015898605
Cu2ZnSnS4,700.0,0.1935
CuCr0.98Mg0.02O2,1000.0,0.232176
Ti1.6Hf0.4FeNiSb1.7Sn0.3,700.0,0.00358038
MgAg0.97Sb.985Sn.005,400.0,0.003064516
Cu2HgSnSe4,300.0,0.014547691
Cu2.05Mg0.95SnSe4,300.0,0.006862005
Bi2Te2.3I.1Se0.6,300.0,5.4433E-04
Cu2ZnGe0.9In0.1Se4,300.0,0.00621
Cu2Se,1000.0,7.4473E-03
 Bi.048SB.152Te.3///Bi.048SB.152Te.3+Xwt%,300.0,7.7936E-04
CuCr0.95Mg0.05O2,1000.0,0.0408004
Zn0.9975Al0.0025O,700.0,0.065316786
W0.9O2.7Co0.2O0.3,300.0,561.0255547
SrMn0.98Mo0.02O3,400.0,0.0260503
La1.85Sr0.15CuO4,700.0,0.00253868
Ca0.9Tb0.1MnO3,400.0,0.0107547
Pr0.5Ca0.5MnO3,700.0,0.0160953
Ba0.6Sr0.4PbO3,700.0,0.00117492
ZrNi0.76Co0.004Cu0.2Sn,400.0,6.95E-03
Ca0.9Ce0.1MnO3,400.0,0.006446871
Sr0.8La0.2TiO3,700.0,0.00119206
NbCoSn,300.0,0.00122831
CaYb0.05Mn0.95O3,700.0,0.0155708
Zn4Sb3,300.0,0.00210707
Na.96CoO2,400.0,0.01136
Nd2Ru2O7,300.0,2
Ba8Ga16Ge30,700.0,0.001418
BiSbTe,700.0,2.2449E-03
Sn.985Na.015Se (hole doped)   C axis,300.0,9.6272E-04
Cu3Sb.9Sn.1Se4,700.0,0.002002568
Fe0.998Co0.002Si2,1000.0,0.00605
Cu2.1Zn0.9SnS4,400.0,0.0224
CuCr0.96Mg0.04O2,400.0,0.0660993
Mg1.9Ca0.1Si,400.0,0.002141
Cu3Sb1-xSnxSe4,300.0,0.001105734
Ca0.9Sn0.1MnO3,400.0,2.301596618
BaCu5.9SeTe6,400.0,121.7977528
TiNiSn,300.0,0.0075
WO3,1000.0,64.85589021
Bi0.4Sb1.580Ge0.02Te3,300.0,0.00148
Cr1.3Mo6S8,400.0,0.000551923
Cu2S.54Te.46,700.0,5.5894E-03
Nd2Ru2O7,400.0,0.38
CaMnO3,700.0,0.485187234
Cu2ZnSnS4,300.0,2.8927
Ca2.94Na0.06AlSb3,300.0,0.0589
Ba8Ni.84Ga12.07Ge33.09,700.0,0.002085825
Ca0.9Bi0.1MnO3,400.0,0.003996595
Cu2ZnSnSe4,700.0,459016.3934
Mg2Si0.6Ge0.4Bi0.02,400.0,1.27E-03
Mg3.07Sb1.5Bi0.44Se.06,300.0,0.014811715
Bi0.5Sb1.5Te2.5Se.5,700.0,0.001984
Ca0.9Sn0.1MnO3,300.0,2.197937455
Cu3Sb.8Bi.1Se4,400.0,5.9280E-06
NbCoSn,400.0,0.00141493
Ca3Co4O9,700.0,0.002313
Cu2.1Zn0.9SnSe4,700.0,0.001235
(BiSbTe1.5Se1.5).997Ag.003,400.0,8.3166E+01
CeFe3CoSb12,700.0,0.00201791
Zn0.97Al0.01Ti0.02O,1000.0,0.013252247
Ca0.9Bi0.1Mn0.9Nb0.1O3,700.0,0.007633259
Ba7SrAl16Si30,400.0,0.000660331
Mg2Si,400.0,0.001976
CaMn6CuO12,1000.0,0.0204067
Zr0.5Hf0.5NiSn1.998Sb0.002,400.0,0.002168
CuRh0.9Mg0.1O2,300.0,0.00248814
Ca0.9Ho0.1MnO3,400.0,0.00739839
Cu2ZnSn.90In0.10Se4,1000.0,100
Ba0.4Sr0.6PbO3,300.0,0.00412774
Ca2.85Na0.15AlSb3,700.0,0.0122
Mg2Si0.993Bi0.007,700.0,0.000569
Ca2.7Bi0.3Co4O9,1000.0,0.007831
Nd2CuO4,300.0,2.91889
Cu1.5Ag1.5SbSe4,400.0,0.0126255
Bi.88Ca.06Pb.06CuSeO,700.0,0.004834925
Ba8Ga16Sn30,400.0,0.0115
Ba8Ga16Ge30,400.0,0.00084
Bi.48SB1.52Te3+4%(MnSb2Se4),300.0,0.001813008
CaYb0.05Mn0.95O3,300.0,0.00919163
La1.725Sr0.28CuO4,1000.0,0.00222519
La0.8Sr0.2CoO3,1000.0,0.000597035
W0.9O2.7Co0.2O0.3,400.0,175.7080154
Sr0.145Ga0.302Ge0.553,300.0,0.0129
Ca4.75Na0.25Al2Sb6,1000.0,0.00939
Ca0.9Sm0.1MnO3,1000.0,0.007834535
Fe1.98Ti0.02O3,400.0,0.491905692
In0.3Co4Sb12,400.0,0.00179338
In1.994Ge0.006O3,300.0,0.000836795
La0.99Sr0.01CoO3,300.0,0.15703628
Ba8Au6.10Si38.97,300.0,0.000617
La0.9Bi0.1NiO3,400.0,0.0026727
Ca3Co4O9,300.0,0.001971
Cu2.1Ag0.9SbSe4,700.0,0.011077
Bi2YO4Cu2Se1.9I.10,700.0,0.008743961
Ca2.4Na0.3Bi0.3Co4O9,400.0,0.009225
SrTi0.8Nb0.2O3,1000.0,0.005626132
Cu0.99GaTe2,300.0,0.006135778
Ca0.9Y0.1MnO3,1000.0,0.017598384
In1.94Ge0.06O3,400.0,0.000995442
Sr2Ti0.8Nb0.2O4,1000.0,0.013333333
Cu3Sb0.9Bi0.1S4,700.0,0.024978683
Fe1.3Mo6S8,700.0,0.000759615
CeFe2.5Co1.5Sb12,400.0,0.00287783
CeFe2.5Co1.5Sb12,700.0,0.00330908
Ca0.7Ho0.3MnO3,1000.0,0.00422589
Zn0.95Al0.05O,700.0,0.002089296
In1.94Ge0.06O3,300.0,0.000896151
Cu2Se,1000.0,0.0078
Fe1.3Mo6S8,1000.0,0.000825962
Cu3Sb.98Bi.02Se4,400.0,3.7644E-06
Ba8Ni1.90Ga8.04Ge36.06,300.0,0.001909919
Bi2Ru2O7,1000.0,0.00068672
Bi.48SB1.52Te3+1%(MnSb2Se4),400.0,0.001560976
Ca2Co2O5,300.0,0.00146827
Sb2Te3,300.0,0.0003368
CuRh0.9Mg0.1O2,300.0,0.00179525
In1.985Ge0.015O3,1000.0,0.00143465
Zn0.995Al0.005O,400.0,0.00616595
MgAg0.97Sb.985Bi.005,700.0,0.002152318
MgAg0.97Sb.98Bi.01,400.0,0.004099338
(BiSbTe1.5Se1.5).991Ag.009,700.0,8.2959E+01
Cu2S,1000.0,8.7992E-02
CaMn6.5Cu0.5O12,300.0,0.513021
La.50F.50OBiS2,300.0,0.002629781
In1.985Ge0.015O3,300.0,0.000722981
Bi.048SB.152Te.3+.005wt%PbTe,700.0,1.4651E-03
Ti2FeNiSb1.7Sn0.3,400.0,0.003233107
Ba8Ni.84Ga12.07Ge33.09,1000.0,0.001892588
Pr0.5Ca0.5MnO3,400.0,0.0298067
Bi2Sr2Co2O8,700.0,0.00276581
La0.95Sr0.05CoO3,400.0,0.007277798
SrTi0.8Nb0.2O3,400.0,0.004541079
Ca2.7Na0.3Co4O9,1000.0,0.007283
Zr0.95Nb0.05NiSn,300.0,0.000337249
Nd2CuO4,1000.0,0.00158489
Na0.02PbTe0.75Se0.25,1000.0,0.00198264
TiNiSn,400.0,0.0051
Yb1.4Bi0.6Ru2O7,700.0,0.00310001
CuRh0.9Mg0.1O2,400.0,0.001937
La3Te3.35Sb0.65,700.0,0.00721
La3Te3.8Sb0.2,700.0,0.000802
Sb1.80In0.20Te3,400.0,0.0038917
Mg3.07Sb1.5Bi0.45Se.05,400.0,0.01176569
Ba0.4Sr0.6PbO3,1000.0,0.00093481
CaYb0.15Mn0.85O3,1000.0,0.00595672
Zr0.4Hf0.4Ti0.2NiSn,300.0,0.00877175
Ba0.08La0.05Yb0.04Co4Sb12,400.0,0.000472647
Sn.985Na.015Se (hole doped)   C axis,700.0,9.4102E-03
In0.1Co4Sb12,400.0,0.00340249
Bi.048SB.152Te.3+.01wt%PbTe,300.0,4.7235E-04
Ba8Ga16Si30,700.0,0.00187
NiO,1000.0,14.64759355
BiCuSeO,1000.0,0.002585366
LaOBiS2,300.0,3.994858612
Zr0.99Nb0.01NiSn,700.0,0.001348732
Li0.0024Ni0.9976O,400.0,28.86769359
Nd2Cu0.98Ni0.02O4,300.0,0.0594173
CaYb0.1Mn0.9O3,700.0,0.00614631
Mg0.98Li0.02Ag0.97Sb 0.99,300.0,0.00107476
Ag9TlTe5,400.0,0.0832
CuInTe2(annealed 1hr),1000.0,0.007742637
Mg2Si,300.0,0.001623
Mg3.07Sb1.5Bi0.46Se.04,700.0,0.009221757
La3Te3.65Sb0.35,1000.0,0.00225
Ca3Co4O9,400.0,0.002172
Ba8Ni2.97Ga3.94Ge39.09,400.0,0.003165023
Ba8Ni.32Ga13.63Ge32.05,300.0,0.00076026
Mo6Te7S,700.0,8.17E-04
Bi1.94Ta0.06O2,400.0,0.017024793
Cu2HgSnSe0.8Te3.2,300.0,0.001157657
Mg2Si0.98Bi0.02,300.0,1.52E-03
Ti2FeNiSb1.7Sn0.3,700.0,0.003604903
Bi1.2S1.2Ti2S4,700.0,0.000948
YbCd1.9Mg0.1Sb2,300.0,0.002016292
Bi0.5Sb1.5Te3+1.0wt%Pb,300.0,0.000809959
Cu1.5Ag1.5SbSe4,700.0,0.01125395
Mg0.995Li0.005Ag0.97Sb 0.99,300.0,0.001746836
Ba0.10La0.05Yb0.07Co4Sb12,300.0,0.000323079
Fe0.998Co0.002Si2,400.0,0.026
Cu0.98GaTe2,400.0,0.001701591
Znx0.03Bi0.46Sb1.54Te3.03,300.0,0.0009637
Bi0.4Sb1.585Ge0.015Te3,300.0,0.00123
Znx0.005Bi0.46Sb1.54Te3.005,400.0,0.0017994
MgAg0.97Sb.985Bi.005,400.0,0.003781457
Ca0.9Yb0.1MnO3,400.0,0.0040566
La3Te3.35Sb0.65,300.0,0.018
NbCo1.05Sn,1000.0,0.00297916
LaOBiS.12Se.08,700.0,4.984575835
Mg2Si0.6Ge0.4Bi0.02,700.0,1.37E-03
Ca0.94La0.06MnO3,700.0,0.017025942
Zn0.98Al0.02O,700.0,0.06809206
Tl0.01Pb0.99Te,300.0,0.00274242
In1.985Ge0.015O3,700.0,0.00113128
Bi0.4Sb1.580Ge0.02Te3,400.0,0.00094
Ba8Ni.32Ga13.63Ge32.05,400.0,0.000933588
Mg2Si0.6Ge0.4Ag0.02,700.0,0.0149
Bi2Te2.2I.2Se0.6,700.0,9.9910E-04
CeFe4Sb12,700.0,8.86E-04
Bi2Ru2O7,700.0,0.00057405
Znx0.03Bi0.46Sb1.54Te3.03,700.0,0.0021368
La1.725Sr0.28CuO4,400.0,0.000676029
Cu2ZnSn.90In0.10Se4,700.0,146.9879518
Zn0.95Al0.05O,300.0,0.001318257
La1.69Sr0.31Cu0.94Ti0.06O4,300.0,0.0035
Bi1.92Ta0.08O2,300.0,0.009951691
Ca2.7Na0.3Co4O9,300.0,0.00813
YbCd1.4Mg0.6Sb2,400.0,0.017162373
Bi2Te2.3I.1Se0.6,700.0,1.3608E-03
Bi88Sb12,300.0,0.000172072
LiMn2O4,700.0,1.69095
Ca2.85Na0.15AlSb3,400.0,0.0187
Ca0.7Y0.3MnO3,400.0,0.00649209
W0.95O2.95Co0.1O0.15,400.0,99.41840235
Cu2Se,1000.0,7.6597E-03
Ti2FeNiSb1.7Sn0.3,300.0,0.00310559
Si0.8Ge0.2,1000.0,0.002484145
Cu1.97Se,1000.0,1.1288E-02
Ag9TlTe5,300.0,0.2544
La0.95Sr0.05CoO3,1000.0,0.000831764
Mg0.995Li0.005Ag0.97Sb 0.99,400.0,0.002144089
Zr0.4Hf0.4Ti0.2NiSn,300.0,0.00904316
Cu3Sb.88Sn.1Bi.02Se4,700.0,0.001403004
Ca0.9Y0.1MnO3,400.0,0.00477637
YbCd1.2Mg0.8Sb2,300.0,0.006381621
Cr1.3Mo6S8,700.0,0.000693269
CeFe1.5Co2.5Sb12,300.0,0.0609811
Cu2HgSnSe3.2Te0.8,700.0,0.013415213
(BiSbTe1.5Se1.5).994Ag.006,300.0,8.3166E+01
Cu1.98S,400.0,1.5317E-02
Ca4.95Na0.05Al2Sb6,300.0,0.0332
CaGd0.98Mn0.02O3,700.0,0.022105261
CaMnO3,300.0,6.975397772
Sb1.9In0.10Te3,700.0,0.0023481
Zr0.5Hf0.5NiSn,300.0,0.00932355
Fe1.94Ti0.06O3,700.0,0.075870807
Ca0.9Nd0.1MnO3,1000.0,0.0213208
(BiSbTe1.5Se1.5).994Ag.006,700.0,8.8486E+01
CaGd0.98Mn0.02O3,1000.0,0.022702713
CaYb0.4Mn0.6O3,700.0,0.0106181
Ca0.9Yb0.1MnO3,1000.0,0.00825472
Mo6Te6S2,1000.0,1.00E-03
LaCoO3,400.0,0.38388399
Bi.38Sb1.62Te3,400.0,1.4024E-03
Bi1.2S1.2Ti2S4,400.0,0.000499
Cu2Se,300.0,9.7605E-04
Cu3Sb.96Bi.04Se4,300.0,5.1423E-06
Cu3Sb.93Sn.05Bi.02Se4,400.0,0.001326017
CuRhO2,300.0,0.5868
Bi2YO4Cu2Se1.80I.20,400.0,0.002298413
Ba0.3Sr0.6La0.1TiO3,700.0,0.00273
Cu0.01Bi0.5Sb1.48Te3,600.0,0.002384256
Zn0.995Al0.005O,300.0,0.005623413
NbCo1.05Sn,700.0,0.00233598
BiSbTe+(T2O3)4wt%,400.0,2.8625E-03
CaMn6.5Cu0.5O12,1000.0,0.0281389
CaMn6CuO12,400.0,0.101057
Mg.305(Sb.03Bi.07)0.19975Te.00025,300.0,1.9970E-03
Si0.9Ge0.1,300.0,0.001822
Cu2Se,400.0,1.7462E-03
Ba8Ni.84Ga12.07Ge33.09,400.0,0.001197255
Mg1.95Ca0.05Si,400.0,0.00115
Cu2HgSnSe4,400.0,0.017001202
Mg.305(Sb.03Bi.07).1999Te.001,400.0,0.000970525
Ba7SrAl16Si30,300.0,0.000588239
Cu0.005Bi0.5Sb1.495Te3,300.0,0.000723232
Cu0.015Bi0.5Sb1.475Te3,600.0,0.002361375
CaYb0.05Mn0.95O3,1000.0,0.0186642
Cu2.4Ag0.6SbSe4,700.0,0.01246484
Zn0.97Al0.015Ti0.015O,1000.0,0.014455316
CuCr0.95Mg0.05O2,400.0,0.0546485
Cu2S.52Te.48,300.0,3.5267E-03
La0.9Bi0.1NiO3,700.0,0.0041267
Cu2Te,1000.0,8.4395E-04
W0.99O2.97Co0.02O0.03,1000.0,36.42867811
Zn4Sb3,300.0,0.00212594
NbCo2Sn,300.0,1.47E-04
Ca0.9Nd0.1MnO3,700.0,0.0174057
Sb1.80In0.20Te3,300.0,0.002803
Bi.80Ca.10Pb.10CuSeO,1000.0,0.006206655
Na.94CoO2,700.0,0.01206
Sb1.9In0.10Te3,300.0,0.0008658
Na0.02PbTe0.85Se0.15,400.0,0.000619008
In2O3,1000.0,0.0229674
CaYb0.1Mn0.9O3,400.0,0.0043831
Zr0.4Hf0.4Ti0.2NiSn,400.0,0.00511455
Si0.79936Ge0.19984B0.0008,400.0,0.0015184
Fe1.96Sn0.04O3,1000.0,0.087288979
Cu2S,400.0,1.2140E-01
Zn0.995Al0.005O,400.0,0.0150295
Ca0.9Ce0.1MnO3,1000.0,0.007892598
Ca0.7Y0.3MnO3,300.0,0.00762653
La1.61Sr0.39Cu0.94Ti0.06O4,300.0,0.0032
