formula,Temperature,Seebeck (uV/K)
Cu2Se,400.0,105.8
Cu2Se,700.0,198.55
Cu2Se,1000.0,297.1
Cu1.97Se,300.0,101.45
Cu1.97Se,400.0,140.58
Cu1.97Se,700.0,223.19
Cu1.97Se,1000.0,302.9
Cu2Te,300.0,23.19
Cu2Te,400.0,27.54
Cu2Te,700.0,52.17
Cu2Te,1000.0,89.86
Cu3Sb1Se4,300.0,356.48
Cu3Sb1Se4,400.0,370.37
Cu3Sb1Se4,700.0,301.85
Cu3Sb.96Sn.02Bi.02Se4,300.0,150.0
Cu3Sb.96Sn.02Bi.02Se4,400.0,184.26
Cu3Sb.96Sn.02Bi.02Se4,700.0,281.48
Cu3Sb.93Sn.05Bi.02Se4,300.0,85.19
Cu3Sb.93Sn.05Bi.02Se4,400.0,108.33
Cu3Sb.93Sn.05Bi.02Se4,700.0,178.7
Cu3Sb.88Sn.1Bi.02Se4,300.0,75.0
Cu3Sb.88Sn.1Bi.02Se4,400.0,91.67
Cu3Sb.88Sn.1Bi.02Se4,700.0,157.41
Cu3Sb.9Sn.1Se4,300.0,62.96
Cu3Sb.9Sn.1Se4,400.0,75.93
Cu3Sb.9Sn.1Se4,700.0,115.74
Cu3Sb.98Bi.02Se4,300.0,434.26
Cu3Sb.98Bi.02Se4,400.0,439.81
Cu3Sb.98Bi.02Se4,700.0,372.22
Cu3Sb1Se4,300.0,353.90625
Cu3Sb1Se4,400.0,368.75
Cu3Sb1Se4,700.0,300.78125
Cu3Sb.99Sn.01Se4,300.0,151.5625
Cu3Sb.99Sn.01Se4,400.0,175.78125
Cu3Sb.99Sn.01Se4,700.0,239.0625
Cu3Sb.98Sn.02Se4,300.0,119.53125
Cu3Sb.98Sn.02Se4,400.0,140.625
Cu3Sb.98Sn.02Se4,700.0,210.15625
Cu3Sb.95Sn.05Se4,300.0,86.71875
Cu3Sb.95Sn.05Se4,400.0,106.25
Cu3Sb.95Sn.05Se4,700.0,169.53125
Cu3Sb1-xSnxSe4,300.0,66.40625
Cu3Sb.9Sn.1Se4,400.0,75.78125
Cu3Sb.9Sn.1Se4,700.0,118.75
Cu3Sb1Se4,300.0,351.7
Cu3Sb1Se4,400.0,366.48
Cu3Sb1Se4,700.0,302.84
Cu3Sb.99Bi.01Se4,300.0,435.8
Cu3Sb.99Bi.01Se4,400.0,472.16
Cu3Sb.99Bi.01Se4,700.0,401.7
Cu3Sb.98Bi.02Se4,300.0,426.7
Cu3Sb.98Bi.02Se4,400.0,430.11
Cu3Sb.98Bi.02Se4,700.0,368.18
Cu3Sb.96Bi.04Se4,300.0,415.34
Cu3Sb.96Bi.04Se4,400.0,461.93
Cu3Sb.96Bi.04Se4,700.0,378.98
Cu3Sb.9Bi.1Se4,300.0,403.98
Cu3Sb.9Bi.1Se4,400.0,440.34
Cu3Sb.9Bi.1Se4,700.0,389.2
CuInTe2(annealed 1hr),300.0,382.39
CuInTe2(annealed 1hr),400.0,403.41
CuInTe2(annealed 1hr),700.0,307.39
CuInTe2(annealed 1hr),1000.0,284.09
CuInTe2(annealed 3 Days),300.0,272.16
CuInTe2(annealed 3 Days),400.0,300.0
CuInTe2(annealed 3 Days),700.0,290.91
CuInTe2(annealed 3 Days),1000.0,275.57
CuInTe2(annealed 7 Days),300.0,253.98
CuInTe2(annealed 7 Days),400.0,284.66
CuInTe2(annealed 7 Days),700.0,276.14
CuInTe2(annealed 7 Days),1000.0,280.68
MgAg0.97Sb.985As.005,300.0,198.99
MgAg0.97Sb.985As.005,400.0,214.32
MgAg0.97Sb.985As.005,700.0,175.13
MgAg0.97Sb.98As.01,300.0,181.41
MgAg0.97Sb.98As.01,400.0,204.52
MgAg0.97Sb.98As.01,700.0,168.59
MgAg0.97Sb.985Bi.005,300.0,257.04
MgAg0.97Sb.985Bi.005,400.0,261.56
MgAg0.97Sb.985Bi.005,700.0,211.81
MgAg0.97Sb.98Bi.01,300.0,261.06
MgAg0.97Sb.98Bi.01,400.0,263.82
MgAg0.97Sb.98Bi.01,700.0,214.82
MgAg0.97Sb.985Sn.005,300.0,235.56
MgAg0.97Sb.985Sn.005,400.0,243.48
MgAg0.97Sb.985Sn.005,700.0,197.36
MgAg0.97Sb.98Sn.01,300.0,218.17
MgAg0.97Sb.98Sn.01,400.0,229.19
MgAg0.97Sb.98Sn.01,700.0,183.23
MgAg0.97Sb.985Pb.005,300.0,251.4
MgAg0.97Sb.985Pb.005,400.0,255.59
MgAg0.97Sb.985Pb.005,700.0,207.14
MgAg0.97Sb.98Pb.01,300.0,246.12
MgAg0.97Sb.98Pb.01,400.0,252.95
MgAg0.97Sb.98Pb.01,700.0,202.8
BiSbTe,300.0,194.79
BiSbTe,400.0,218.06
BiSbTe,700.0,205.56
BiSbTe+(T2O3)2wt%,300.0,278.47
BiSbTe+(T2O3)2wt%,400.0,253.47
BiSbTe+(T2O3)2wt%,700.0,175.69
BiSbTe+(T2O3)4wt%,300.0,260.42
BiSbTe+(T2O3)4wt%,400.0,220.83
BiSbTe+(T2O3)4wt%,700.0,164.58
BiSbTe+(T2O3)6%,300.0,223.26
BiSbTe+(T2O3)6wt%,400.0,227.08
BiSbTe+(T2O3)6wt%,700.0,161.11
BaCu5.7Se.6Te6.4,300.0,108.21
BaCu5.7Se.6Te6.4,400.0,121.43
BaCu5.7Se.6Te6.4,700.0,136.43
Cu2ZnSn.90In0.10Se4,300.0,0.932515337
Cu2ZnSn.90In0.10Se4,400.0,1.128834356
Cu2ZnSn.90In0.10Se4,700.0,1.889570552
Cu2ZnSn.90In0.10Se4,1000.0,2.957055215
Cu2ZnSnSe4,300.0,136.5
Cu2ZnSnSe4,400.0,178.83
Cu2ZnSnSe4,700.0,305.11
Cu2ZnSn.95In0.05Se4,300.0,91.97
Cu2ZnSn.95In0.05Se4,400.0,124.82
Cu2ZnSn.95In0.05Se4,700.0,233.58
Cu2ZnSn.90In0.10Se4,300.0,93.43
Cu2ZnSn.90In0.10Se4,400.0,119.71
Cu2ZnSn.90In0.10Se4,700.0,213.87
Cu2ZnSn.85In0.15Se4,300.0,78.83
Cu2ZnSn.85In0.15Se4,400.0,92.7
Cu2ZnSn.85In0.15Se4,700.0,197.81
BaCu5.9SeTe6,300.0,181.03
BaCu5.9SeTe6,400.0,215.52
BaCu5.9SeTe6,700.0,215.8
BaCu5.9STe6,300.0,205.75
BaCu5.9STe6,400.0,216.67
BaCu5.9STe6,700.0,195.4
Ba8Ni4Ge42,300.0,-106.79
Ba8Ni4Ge42,400.0,-130.68
Ba8Ni4Ge42,700.0,-84.02
Ba8Ni4Ge42,1000.0,-60.82
Ba8Ni2.97Ga3.94Ge39.09,300.0,-117.62
Ba8Ni2.97Ga3.94Ge39.09,400.0,-145.26
Ba8Ni2.97Ga3.94Ge39.09,700.0,-153.59
Ba8Ni2.97Ga3.94Ge39.09,1000.0,-90.96
Ba8Ni1.90Ga8.04Ge36.06,300.0,-102.63
Ba8Ni1.90Ga8.04Ge36.06,400.0,-126.51
Ba8Ni1.90Ga8.04Ge36.06,700.0,-182.34
Ba8Ni1.90Ga8.04Ge36.06,1000.0,-77.77
Ba8Ni.84Ga12.07Ge33.09,300.0,-62.2
Ba8Ni.84Ga12.07Ge33.09,400.0,-83.6
Ba8Ni.84Ga12.07Ge33.09,700.0,-155.67
Ba8Ni.84Ga12.07Ge33.09,1000.0,-179.29
Ba8Ni.32Ga13.63Ge32.05,300.0,-45.95
Ba8Ni.32Ga13.63Ge32.05,400.0,-61.51
Ba8Ni.32Ga13.63Ge32.05,700.0,-120.26
Ba8Ni.32Ga13.63Ge32.05,1000.0,-169.43
Ba0.06La0.05Yb0.02Co4Sb12,300.0,-137.91
Ba0.06La0.05Yb0.02Co4Sb12,400.0,-165.97
Ba0.06La0.05Yb0.02Co4Sb12,700.0,-208.96
Ba0.06La0.05Yb0.02Co4Sb12,1000.0,-211.04
Ba0.08La0.05Yb0.04Co4Sb12,300.0,-126.27
Ba0.08La0.05Yb0.04Co4Sb12,400.0,-142.39
Ba0.08La0.05Yb0.04Co4Sb12,700.0,-182.39
Ba0.08La0.05Yb0.04Co4Sb12,1000.0,-194.03
Ba0.10La0.05Yb0.07Co4Sb12,300.0,-106.87
Ba0.10La0.05Yb0.07Co4Sb12,400.0,-131.94
Ba0.10La0.05Yb0.07Co4Sb12,700.0,-173.73
Ba0.10La0.05Yb0.07Co4Sb12,1000.0,-185.67
Ba0.09La0.04Yb0.13Co4Sb12,300.0,-104.18
Ba0.09La0.04Yb0.13Co4Sb12,400.0,-121.19
Ba0.09La0.04Yb0.13Co4Sb12,700.0,-161.79
Ba0.09La0.04Yb0.13Co4Sb12,1000.0,-174.63
Ba0.09La0.04Yb0.14Co4Sb12,300.0,-93.73
Ba0.09La0.04Yb0.14Co4Sb12,400.0,-109.25
Ba0.09La0.04Yb0.14Co4Sb12,700.0,-148.36
Ba0.09La0.04Yb0.14Co4Sb12,1000.0,-161.49
Cu2HgSnTe4,300.0,36.37306
Cu2HgSnTe4,400.0,45.69948
Cu2HgSnTe4,700.0,61.5544
Cu2HgSnSe0.8Te3.2,300.0,58.75648
Cu2HgSnSe0.8Te3.2,400.0,74.30052
Cu2HgSnSe0.8Te3.2,700.0,97.61658
Cu2HgSnSe2Te2,300.0,78.34197
Cu2HgSnSe2Te2,400.0,97.61658
Cu2HgSnSe2Te2,700.0,129.6373
Cu2HgSnSe3.2Te0.8,300.0,132.1244
Cu2HgSnSe3.2Te0.8,400.0,162.5906736
Cu2HgSnSe3.2Te0.8,700.0,214.1968912
Cu2HgSnSe4,300.0,201.76
Cu2HgSnSe4,400.0,244.66
Cu2HgSnSe4,700.0,283.8342
Cu0.98GaTe2,300.0,129.8979592
Cu0.98GaTe2,400.0,150.1020408
Cu0.98GaTe2,700.0,192.9591837
Cu0.98GaTe2,1000.0,190.5102041
Cu0.985GaTe2,300.0,155.6122449
Cu0.985GaTe2,400.0,178.877551
Cu0.985GaTe2,700.0,216.2244898
Cu0.985GaTe2,1000.0,217.4489796
Cu0.99GaTe2,300.0,262.755102
Cu0.99GaTe2,400.0,284.1836735
Cu0.99GaTe2,700.0,251.7346939
Cu0.99GaTe2,1000.0,224.7959184
CuGaTe2,300.0,412.755102
CuGaTe2,400.0,427.4489796
CuGaTe2,700.0,282.9591837
CuGaTe2,1000.0,262.755102
Sb2Te3,300.0,91.0627
Sb2Te3,400.0,105.2744
Sb2Te3,700.0,136.489
Sb1.95In0.05Te3,300.0,90.8395
Sb1.95In0.05Te3,400.0,112.0402
Sb1.95In0.05Te3,700.0,164.112
Sb1.9In0.10Te3,300.0,100.7167
Sb1.9In0.10Te3,400.0,133.5027
Sb1.9In0.10Te3,700.0,188.936
Sb1.85In0.15Te3,300.0,120.7189
Sb1.85In0.15Te3,400.0,165.1041
Sb1.85In0.15Te3,700.0,209.4892
Sb1.80In0.20Te3,300.0,146.8612
Sb1.80In0.20Te3,400.0,196.84323
Sb1.80In0.20Te3,700.0,211.349
Bi0.4Sb1.6Te3,300.0,210.7
Bi0.4Sb1.6Te3,400.0,229.5
Bi0.4Sb1.6Te3,700.0,174.8
Bi0.4Sb1.590Ge0.01Te3,300.0,208.2
Bi0.4Sb1.590Ge0.01Te3,400.0,222.8
Bi0.4Sb1.590Ge0.01Te3,700.0,170.5
Bi0.4Sb1.585Ge0.015Te3,300.0,197.5
Bi0.4Sb1.585Ge0.015Te3,400.0,212.7
Bi0.4Sb1.585Ge0.015Te3,700.0,166.9
Bi0.4Sb1.580Ge0.02Te3,300.0,153.5
Bi0.4Sb1.580Ge0.02Te3,400.0,170.3
Bi0.4Sb1.580Ge0.02Te3,700.0,152.7
Bi0.46Sb1.54Te3,300.0,
Bi0.46Sb1.54Te3,400.0,
Bi0.46Sb1.54Te3,700.0,
Znx0.005Bi0.46Sb1.54Te3.005,300.0,
Znx0.005Bi0.46Sb1.54Te3.005,400.0,
Znx0.005Bi0.46Sb1.54Te3.005,700.0,
Znx0.015Bi0.46Sb1.54Te3.015,300.0,
Znx0.015Bi0.46Sb1.54Te3.015,400.0,
Znx0.015Bi0.46Sb1.54Te3.015,700.0,
Znx0.03Bi0.46Sb1.54Te3.03,300.0,
Znx0.03Bi0.46Sb1.54Te3.03,400.0,
Znx0.03Bi0.46Sb1.54Te3.03,700.0,
Znx0.06Bi0.46Sb1.54Te3.06,300.0,
Znx0.06Bi0.46Sb1.54Te3.06,400.0,
Znx0.06Bi0.46Sb1.54Te3.06,700.0,
Znx0.12Bi0.46Sb1.54Te3.12,300.0,
Znx0.12Bi0.46Sb1.54Te3.12,400.0,
Znx0.12Bi0.46Sb1.54Te3.12,700.0,
Bi0.5Sb1.5Te2.7Se0.3,300.0,151.5671642
Bi0.5Sb1.5Te2.7Se0.3,400.0,167.9104478
Bi0.5Sb1.5Te2.7Se0.3,300.0,236.1940299
Bi0.5Sb1.5Te2.7Se0.3,400.0,241.3432836
YbCd2Sb2,300.0,116.476
YbCd2Sb2,400.0,143.81
YbCd2Sb2,700.0,205.25
YbCd1.9Mg0.1Sb2,300.0,142.66
YbCd1.9Mg0.1Sb2,400.0,171.73
YbCd1.9Mg0.1Sb2,700.0,229.71
YbCd1.8Mg0.2Sb2,300.0,134.03
YbCd1.8Mg0.2Sb2,400.0,161.37
YbCd1.8Mg0.2Sb2,700.0,199.79
YbCd1.6Mg0.4Sb2,300.0,179.21
YbCd1.6Mg0.4Sb2,400.0,203.96
YbCd1.6Mg0.4Sb2,700.0,246.98
YbCd1.4Mg0.6Sb2,300.0,194.17
YbCd1.4Mg0.6Sb2,400.0,217.19
YbCd1.4Mg0.6Sb2,700.0,240.94
YbCd1.2Mg0.8Sb2,300.0,130.0
YbCd1.2Mg0.8Sb2,400.0,144.101
YbCd1.2Mg0.8Sb2,700.0,172.158
Bi0.5Sb1.5Te3,300.0,228.33
Bi0.5Sb1.5Te3,400.0,228.02
Bi0.5Sb1.5Te3,600.0,150.51
Cu0.005Bi0.5Sb1.495Te3,300.0,154.86
Cu0.005Bi0.5Sb1.495Te3,400.0,190.66
Cu0.005Bi0.5Sb1.495Te3,600.0,191.91
Cu0.01Bi0.5Sb1.48Te3,300.0,143.97
Cu0.01Bi0.5Sb1.48Te3,400.0,173.23
Cu0.01Bi0.5Sb1.48Te3,600.0,185.68
Cu0.015Bi0.5Sb1.475Te3,300.0,125.6
Cu0.015Bi0.5Sb1.475Te3,400.0,160.78
Cu0.015Bi0.5Sb1.475Te3,600.0,187.55
Bi0.5Sb1.5Te3+1.0wt%Pb,300.0,128.51
Bi0.5Sb1.5Te3+1.0wt%Pb,400.0,145.54
Bi0.5Sb1.5Te3+.5wt%Pb,300.0,167.35
Bi0.5Sb1.5Te3+.5wt%Pb,400.0,182.77
Cu2ZnGeSe4,300.0,90.7545
Cu2ZnGeSe4,400.0,113.1782
Cu2ZnGeSe4,700.0,184.9119
Cu2ZnGe0.975In0.025Se4,300.0,64.2377
Cu2ZnGe0.975In0.025Se4,400.0,82.6165
Cu2ZnGe0.975In0.025Se4,700.0,154.7996
Cu2ZnGe0.95In0.05Se4,300.0,108.9567
Cu2ZnGe0.95In0.05Se4,400.0,124.1894
Cu2ZnGe0.95In0.05Se4,700.0,194.5748
Cu2ZnGe0.925In0.075Se4,300.0,113.2264
Cu2ZnGe0.925In0.075Se4,400.0,131.3804
Cu2ZnGe0.925In0.075Se4,700.0,202.8894
Cu2ZnGe0.9In0.1Se4,300.0,94.5747
Cu2ZnGe0.9In0.1Se4,400.0,113.8524
Cu2ZnGe0.9In0.1Se4,700.0,185.8108
Cu2ZnSnS4,300.0,331.0
Cu2ZnSnS4,400.0,344.0
Cu2ZnSnS4,700.0,359.0
Cu2.1Zn0.9SnS4,300.0,125.0
Cu2.1Zn0.9SnS4,400.0,145.0
Cu2.1Zn0.9SnS4,700.0,217.0
Cu2ZnSnSe4,300.0,81.8
Cu2ZnSnSe4,400.0,98.0
Cu2ZnSnSe4,700.0,160.0
Cu2.1Zn0.9SnSe4,300.0,58.0
Cu2.1Zn0.9SnSe4,400.0,67.0
Cu2.1Zn0.9SnSe4,700.0,116.0
NaCoO2,300.0,5.0
NaCoO2,400.0,51.6
NaCoO2,700.0,183.2
NaCoO2,1000.0,316.8
Na.98CoO2,300.0,18.9
Na.98CoO2,400.0,62.1
Na.98CoO2,700.0,196.8
Na.98CoO2,1000.0,330.5
Na.96CoO2,300.0,32.6
Na.96CoO2,400.0,75.0
Na.96CoO2,700.0,212.6
Na.96CoO2,1000.0,349.0
Na.94CoO2,300.0,32.6
Na.94CoO2,400.0,83.1
Na.94CoO2,700.0,237.9
Na.94CoO2,1000.0,392.6
CaMg2Bi2,300.0,273.66
CaMg2Bi2,400.0,307.8
CaMg2Bi2,700.0,255.76
CaMg1.95Zn0.05Bi1.98,300.0,280.35
CaMg1.95Zn0.05Bi1.98,400.0,310.98
CaMg1.95Zn0.05Bi1.98,700.0,242.39
CaMg1.9Zn0.1Bi1.98,300.0,282.58
CaMg1.9Zn0.1Bi1.98,400.0,303.34
CaMg1.9Zn0.1Bi1.98,700.0,234.42
CaMg1.8Zn0.2Bi1.98,300.0,251.36
CaMg1.8Zn0.2Bi1.98,400.0,262.8
CaMg1.8Zn0.2Bi1.98,700.0,202.8
Cu2MgSnSe4,300.0,272.794
Cu2MgSnSe4,400.0,292.647
Cu2MgSnSe4,700.0,313.235
Cu2.05Mg0.95SnSe4,300.0,93.382
Cu2.05Mg0.95SnSe4,400.0,115.44
Cu2.05Mg0.95SnSe4,700.0,191.911
Cu2.075Mg0.925SnSe4,300.0,69.853
Cu2.075Mg0.925SnSe4,400.0,86.764
Cu2.075Mg0.925SnSe4,700.0,157.35
Cu2.1Mg0.9SnSe4,300.0,75.0
Cu2.1Mg0.9SnSe4,400.0,94.852
Cu2.1Mg0.9SnSe4,700.0,169.117
Ti2FeNiSb1.7Sn0.3,300.0,166.74
Ti2FeNiSb1.7Sn0.3,400.0,182.812
Ti2FeNiSb1.7Sn0.3,700.0,235.044
Ti2FeNiSb1.7Sn0.3,1000.0,231.026
Ti1.8Hf0.2FeNiSb1.7Sn0.3,300.0,155.192
Ti1.8Hf0.2FeNiSb1.7Sn0.3,400.0,179.438
Ti1.8Hf0.2FeNiSb1.7Sn0.3,700.0,228.186
Ti1.8Hf0.2FeNiSb1.7Sn0.3,1000.0,211.186
Ti1.6Hf0.4FeNiSb1.7Sn0.3,300.0,153.118
Ti1.6Hf0.4FeNiSb1.7Sn0.3,400.0,173.514
Ti1.6Hf0.4FeNiSb1.7Sn0.3,700.0,221.67
Ti1.6Hf0.4FeNiSb1.7Sn0.3,1000.0,203.188
Ti1.4Hf0.6FeNiSb1.7Sn0.3,300.0,150.748
Ti1.4Hf0.6FeNiSb1.7Sn0.3,400.0,172.625
Ti1.4Hf0.6FeNiSb1.7Sn0.3,700.0,220.78
Ti1.4Hf0.6FeNiSb1.7Sn0.3,1000.0,203.48
Ti1.0Hf1.0FeNiSb1.7Sn0.3,300.0,138.3
Ti1.0Hf1.0FeNiSb1.7Sn0.3,400.0,160.77
Ti1.0Hf1.0FeNiSb1.7Sn0.3,700.0,200.935
Ti1.0Hf1.0FeNiSb1.7Sn0.3,1000.0,183.638
Mg1Ag0.97Sb 0.99,300.0,255.9183673
Mg1Ag0.97Sb 0.99,400.0,262.8571429
Mg1Ag0.97Sb 0.99,700.0,214.6938776
Mg0.9975Li0.0025Ag0.97Sb 0.99,300.0,210.6122449
Mg0.9975Li0.0025Ag0.97Sb 0.99,400.0,233.877551
Mg0.9975Li0.0025Ag0.97Sb 0.99,700.0,199.1836735
Mg0.995Li0.005Ag0.97Sb 0.99,300.0,200.0
Mg0.995Li0.005Ag0.97Sb 0.99,400.0,226.122449
Mg0.995Li0.005Ag0.97Sb 0.99,700.0,186.5306122
Mg0.99Li0.01Ag0.97Sb 0.99,300.0,173.0612245
Mg0.99Li0.01Ag0.97Sb 0.99,400.0,204.4897959
Mg0.99Li0.01Ag0.97Sb 0.99,700.0,170.2040816
Mg0.98Li0.02Ag0.97Sb 0.99,300.0,155.5102041
Mg0.98Li0.02Ag0.97Sb 0.99,400.0,192.244898
Mg0.98Li0.02Ag0.97Sb 0.99,700.0,165.7142857
Mg0.96Li0.04Ag0.97Sb 0.99,300.0,147.3469388
Mg0.96Li0.04Ag0.97Sb 0.99,400.0,178.3673469
Mg0.96Li0.04Ag0.97Sb 0.99,700.0,149.7959184
Yb9Mn4.2Sb9,300.0,53.7192
Yb9Mn4.2Sb9,400.0,85.4167
Yb9Mn4.2Sb9,700.0,145.8791
Yb9Mn4.2Sb9,1000.0,192.8612
Cu3SbSe4,300.0,481.1595172
Cu3SbSe4,400.0,465.4071334
Cu3SbSe4,700.0,327.1994279
Cu2.4Ag0.6SbSe4,300.0,400.2204998
Cu2.4Ag0.6SbSe4,400.0,431.8144867
Cu2.4Ag0.6SbSe4,700.0,346.1145446
Cu2.1Ag0.9SbSe4,300.0,357.1116754
Cu2.1Ag0.9SbSe4,400.0,387.528133
Cu2.1Ag0.9SbSe4,700.0,338.5342923
Cu1.8Ag1.2SbSe4,300.0,339.9561228
Cu1.8Ag1.2SbSe4,400.0,380.1386293
Cu1.8Ag1.2SbSe4,700.0,346.5633654
Cu1.5Ag1.5SbSe4,300.0,345.6746403
Cu1.5Ag1.5SbSe4,400.0,394.7899539
Cu1.5Ag1.5SbSe4,700.0,365.0363093
Cu1.2Ag1.8SbSe4,300.0,328.0792017
Cu1.2Ag1.8SbSe4,400.0,381.5678459
Cu1.2Ag1.8SbSe4,700.0,370.248854
Cu3Sb0.98Bi0.02S4,300.0,467.7886402
Cu3Sb0.98Bi0.02S4,400.0,492.6086984
Cu3Sb0.98Bi0.02S4,700.0,495.4554462
Cu3Sb0.94Bi0.06S4,300.0,352.1549322
Cu3Sb0.94Bi0.06S4,400.0,364.7250876
Cu3Sb0.94Bi0.06S4,700.0,395.0937409
Cu3Sb0.9Bi0.1S4,300.0,313.8468326
Cu3Sb0.9Bi0.1S4,400.0,335.8152087
Cu3Sb0.9Bi0.1S4,700.0,365.7596215
Cu3Sb0.86Bi0.14S4,300.0,246.0988296
Cu3Sb0.86Bi0.14S4,400.0,269.8429748
Cu3Sb0.86Bi0.14S4,700.0,306.6926187
